,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Бешеные псы (1991)
Reservoir Dogs","Билли Мэдисон
Billy Madison, 1995","Джокер (2019)
Joker","Страсти Христовы
The Passion of the Christ, 2004","Мементо (2000)
Memento"
1,"Джокер (2019)
Joker","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003",Чужие (1986),"Полу-Нельсон (2006)
Half Nelson"
2,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Платформа 2 (2024)
El hoyo 2","Титаник (1997)
Titanic","Мементо (2000)
Memento","Неогранённые алмазы (2019)
Uncut Gems"
3,"Хранители (2009)
Watchmen","Поймай меня, если сможешь
Catch Me If You Can, 2002","1+1
Intouchables, 2011","Неогранённые алмазы (2019)
Uncut Gems","Страсти Христовы
The Passion of the Christ, 2004"
4,"1+1
Intouchables, 2011","Невезучие (2003)
Tais-toi!","Паразиты
Gisaengchung, 2019","Хранители (2009)
Watchmen","Хранители (2009)
Watchmen"
5,"Титаник (1997)
Titanic","Паразиты
Gisaengchung, 2019","Мстители: Финал (2019)
Avengers: Endgame","Поймай меня, если сможешь
Catch Me If You Can, 2002","Звездный десант (1997)
Starship Troopers"
6,"Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015",День радио (2008),"Хранители (2009)
Watchmen","Семь психопатов (2012)
Seven Psychopaths","Тайное окно (2004)
Secret Window"
7,Чужие (1986),"Мстители: Финал (2019)
Avengers: Endgame","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Полу-Нельсон (2006)
Half Nelson","Поймай меня, если сможешь
Catch Me If You Can, 2002"
8,"Чужой
Alien, 1979","Чужой: Ромул (2024)
Alien: Romulus.1","Поймай меня, если сможешь
Catch Me If You Can, 2002","Паразиты
Gisaengchung, 2019","Семь психопатов (2012)
Seven Psychopaths"
9,"Паразиты
Gisaengchung, 2019",Майор Гром: Игра (2024),"Бешеные псы (1991)
Reservoir Dogs","Тайное окно (2004)
Secret Window","Паразиты
Gisaengchung, 2019"
