,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Титаник (1997)
Titanic","Чужой: Ромул (2024)
Alien: Romulus.1","Интерстеллар
Interstellar, 2014","Тайное окно (2004)
Secret Window","Достать ножи
Knives Out, 2019"
1,"Хранители (2009)
Watchmen","Максин XXX (2024)
MaXXXine","Титаник (1997)
Titanic","Врожденный порок (2014)
Inherent Vice","Чужой: Ромул (2024)
Alien: Romulus"
2,"Криминальное чтиво
Pulp Fiction, 1994","Дом большой мамочки (2000)
Big Momma's House","Шоу Трумана
The Truman Show, 1998","Неогранённые алмазы (2019)
Uncut Gems","Тайное окно (2004)
Secret Window"
3,"Отступники
The Departed, 2006","Залечь на дно в Брюгге (2007)
In Bruges","Мстители: Финал (2019)
Avengers: Endgame","Эта дурацкая любовь (2011)
Crazy, Stupid, Love.","Папа, сдохни (2018)"
4,"Интерстеллар
Interstellar, 2014","Шоу Трумана
The Truman Show, 1998","Достать ножи
Knives Out, 2019","Достать ножи
Knives Out, 2019","Неогранённые алмазы (2019)
Uncut Gems"
5,"Зомби по имени Шон (2004)
Shaun of the Dead","Анора (2024)
Anora","Джокер (2019)
Joker","Хранители (2009)
Watchmen","Бешеные псы (1991)
Reservoir Dogs"
6,"Большой Лебовски (1998)
The Big Lebowski","Мимино
1977","Криминальное чтиво
Pulp Fiction, 1994","Форрест Гамп
Forrest Gump, 1994","Хранители (2009)
Watchmen"
7,"Шоу Трумана
The Truman Show, 1998","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Большой Лебовски (1998)
The Big Lebowski","Кофе и сигареты (2003)
Coffee and Cigarettes","Кофе и сигареты (2003)
Coffee and Cigarettes"
8,"Омерзительная восьмерка
The Hateful Eight, 2015","Зомби по имени Шон (2004)
Shaun of the Dead","Хранители (2009)
Watchmen","Сотни бобров (2024)
Hundreds of Beavers","Форрест Гамп
Forrest Gump, 1994"
9,Чужие (1986),"Только бог простит (2012)
Only God Forgives",Наша Russia: Яйца судьбы (2010),"Отступники
The Departed, 2006","Отступники
The Departed, 2006"
