,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Титаник (1997)
Titanic","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Джокер (2019)
Joker","Билли Мэдисон
Billy Madison, 1995","Джокер (2019)
Joker"
1,"Драйв (2011)
Drive","Соединённые штаты Лиланда (я отказываюсь называть этот фильм ""правда пацана"") (2003)
The United States of Leland","Назад в будущее
Back to the Future, 1985","Джокер (2019)
Joker","Назад в будущее
Back to the Future, 1985"
2,"Достать ножи
Knives Out, 2019","Драйв (2011)
Drive","Титаник (1997)
Titanic","Страсти Христовы
The Passion of the Christ, 2004","Общество мертвых поэтов (1989)
Dead Poets Society"
3,"Джокер (2019)
Joker","Достать ножи
Knives Out, 2019","Аватар
Avatar, 2009","Назад в будущее
Back to the Future, 1985","Билли Мэдисон
Billy Madison, 1995"
4,"Аватар
Avatar, 2009","Крик (1996)
Scream","Большой Лебовски (1998)
The Big Lebowski","Драйв (2011)
Drive","Субстанция (2024)
The Substance"
5,"Большой Лебовски (1998)
The Big Lebowski","Большой Лебовски (1998)
The Big Lebowski","Форрест Гамп
Forrest Gump, 1994","Дюна: Часть вторая (2024)
Dune: Part Two","Мертвец (1995)
Dead Man"
6,"Остров проклятых
Shutter Island, 2009","Билли Мэдисон
Billy Madison, 1995","Драйв (2011)
Drive","Мертвец (1995)
Dead Man","Звездный десант (1997)
Starship Troopers"
7,"Назад в будущее
Back to the Future, 1985","Джокер: Безумие на двоих (2024)
Joker: Folie à Deux","Мстители: Финал (2019)
Avengers: Endgame","Звездный десант (1997)
Starship Troopers","Драйв (2011)
Drive"
8,"Звездный десант (1997)
Starship Troopers","Дюна: Часть вторая (2024)
Dune: Part Two","Семь
Se7en, 1995","21 грамм (2003)
21 Grams","Американская история X (1998)
American History X"
9,"Мертвец (1995)
Dead Man","Форрест Гамп
Forrest Gump, 1994","Остров проклятых
Shutter Island, 2009","Американская история X (1998)
American History X","21 грамм (2003)
21 Grams"
