,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Леон
Léon, 1994","Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу (1963)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Джокер (2019)
Joker","Неогранённые алмазы (2019)
Uncut Gems","Чужой: Ромул (2024)
Alien: Romulus"
1,"Титаник (1997)
Titanic","Бойцовский клуб
Fight Club, 1999","Бойцовский клуб
Fight Club, 1999","Битлджус Битлджус (2024)
Beetlejuice Beetlejuice","Чужой
Alien, 1979"
2,"Джокер (2019)
Joker","Джокер (2019)
Joker","Титаник (1997)
Titanic","Дюна: Часть вторая (2024)
Dune: Part Two","Битлджус Битлджус (2024)
Beetlejuice Beetlejuice"
3,"Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Джон Уик 4 (2023)
John Wick: Chapter 4","Форрест Гамп
Forrest Gump, 1994","Трасса 60
Interstate 60, 2001","Пленницы (2013)
Prisoners"
4,"Драйв (2011)
Drive","Пленницы (2013)
Prisoners","Мстители: Финал (2019)
Avengers: Endgame","Бойцовский клуб
Fight Club, 1999","Бойцовский клуб
Fight Club, 1999"
5,"Фанатик (2001)
The Believer","Безумный Макс 2: Воин дороги (1981)
Mad Max 2","Леон
Léon, 1994","Чужой
Alien, 1979","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015"
6,"Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Мимино
1977","Драйв (2011)
Drive","Максин XXX (2024)
MaXXXine",Майор Гром: Игра (2024)
7,"Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Чужой: Ромул (2024)
Alien: Romulus","Неогранённые алмазы (2019)
Uncut Gems"
8,"Бойцовский клуб
Fight Club, 1999","Папа, сдохни (2018)","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Пленницы (2013)
Prisoners","
Мемуары Улитки (2024)
Memoir of a Snail"
9,День радио (2008),"
Мемуары Улитки (2024)
Memoir of a Snail","Остров проклятых
Shutter Island, 2009","Одержимость
Whiplash, 2013","Одержимость
Whiplash, 2013"
