,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Залечь на дно в Брюгге (2007)
In Bruges","Джокер (2019)
Joker","Отступники
The Departed, 2006","Отступники
The Departed, 2006"
1,"Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Аватар
Avatar, 2009","Игра на понижение (2015)
The Big Short","Джон Уик 4 (2023)
John Wick: Chapter 4"
2,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Врожденный порок (2014)
Inherent Vice","Бойцовский клуб
Fight Club, 1999","Терминал (2004)
The Terminal","Фарго (1995)
Fargo"
3,"Аватар
Avatar, 2009","Мертвые не умирают (2019)
The Dead Don't Die","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Анора (2024)
Anora","Анора (2024)
Anora"
4,"Титаник (1997)
Titanic","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Титаник (1997)
Titanic","Гладиатор 2 (2024)
Gladiator II","Гладиатор 2 (2024)
Gladiator II"
5,"Бойцовский клуб
Fight Club, 1999","Бешеные псы (1991)
Reservoir Dogs","Мстители: Финал (2019)
Avengers: Endgame","Дюна: Часть вторая (2024)
Dune: Part Two","Дюна: Часть вторая (2024)
Dune: Part Two"
6,Чужие (1986),"Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Апокалипсис сегодня (1979)
Apocalypse Now"
7,"Фарго (1995)
Fargo","Полу-Нельсон (2006)
Half Nelson","Шоу Трумана
The Truman Show, 1998","Апокалипсис сегодня (1979)
Apocalypse Now","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998"
8,"Копы в глубоком запасе (2010)
The Other Guys","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Достать ножи
Knives Out, 2019","Звездный десант (1997)
Starship Troopers","Звездный десант (1997)
Starship Troopers"
9,"Мертвые не умирают (2019)
The Dead Don't Die","Аватар
Avatar, 2009","Одержимость
Whiplash, 2013","Одержимость
Whiplash, 2013","Одержимость
Whiplash, 2013"
