,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Титаник (1997)
Titanic","
Бременские музыканты (2023)","Один дома
Home Alone, 1990","Терминал (2004)
The Terminal","Трасса 60
Interstate 60, 2001"
1,"Большой Лебовски (1998)
The Big Lebowski","Тайное окно (2004)
Secret Window","Головоломка (2015)
Inside Out","Пятый элемент
The Fifth Element, 1997","Терминал (2004)
The Terminal"
2,"Головоломка (2015)
Inside Out","Терминал (2004)
The Terminal","Титаник (1997)
Titanic","Чужой
Alien, 1979","Джон Уик 4 (2023)
John Wick: Chapter 4"
3,"Джокер (2019)
Joker","Семь психопатов (2012)
Seven Psychopaths","Джокер (2019)
Joker","Головоломка (2015)
Inside Out","Образцовый самец (2001)
Zoolander"
4,"Один дома
Home Alone, 1990","Ла-Ла Ленд
La La Land, 2016","Мстители: Финал (2019)
Avengers: Endgame","Анора (2024)
Anora","Головоломка (2015)
Inside Out"
5,"Ла-Ла Ленд
La La Land, 2016","Гладиатор 2 (2024)
Gladiator II","Ла-Ла Ленд
La La Land, 2016","Сотни бобров (2024)
Hundreds of Beavers","Чужой: Ромул (2024)
Alien: Romulus"
6,"Вне закона (1986)
Down by Law","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Пятый элемент
The Fifth Element, 1997","Трасса 60
Interstate 60, 2001","Пятый элемент
The Fifth Element, 1997"
7,О чём говорят мужчины (2010),О чём ещё говорят мужчины (2011),"Зеленая миля
The Green Mile, 1999","Соединённые штаты Лиланда (я отказываюсь называть этот фильм ""правда пацана"") (2003)
The United States of Leland","Страсти Христовы
The Passion of the Christ, 2004"
8,"Чужой
Alien, 1979","Звездный десант (1997)
Starship Troopers","Большой Лебовски (1998)
The Big Lebowski","Ла-Ла Ленд
La La Land, 2016","Анора (2024)
Anora"
9,"Зеленая миля
The Green Mile, 1999","Звёздные войны: Эпизод 3 – Месть ситхов (2005)
Star Wars: Episode III - Revenge of the Sith","Бегущий по лезвию 2049 (2017)
Blade Runner 2049","Страсти Христовы
The Passion of the Christ, 2004","Ла-Ла Ленд
La La Land, 2016"
