,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Люди в чёрном
Men in Black, 1997",День радио (2008),"Джокер (2019)
Joker","Начало
Inception, 2010","Апокалипсис сегодня (1979)
Apocalypse Now"
1,"Титаник (1997)
Titanic","Шоу Трумана
The Truman Show, 1998","Железный человек (2008)
Iron Man","Пятый элемент
The Fifth Element, 1997","Чужой: Ромул (2024)
Alien: Romulus"
2,"Пятый элемент
The Fifth Element, 1997","Джокер (2019)
Joker","Люди в чёрном
Men in Black, 1997","Дюна: Часть вторая (2024)
Dune: Part Two","Дюна: Часть вторая (2024)
Dune: Part Two"
3,"Джокер (2019)
Joker","Гладиатор 2 (2024)
Gladiator II","Шоу Трумана
The Truman Show, 1998","Только бог простит (2012)
Only God Forgives","Люди в чёрном
Men in Black, 1997"
4,"Омерзительная восьмерка
The Hateful Eight, 2015","Люди в чёрном
Men in Black, 1997","Титаник (1997)
Titanic","Омерзительная восьмерка
The Hateful Eight, 2015","Форрест Гамп
Forrest Gump, 1994"
5,"Паразиты
Gisaengchung, 2019","Терминал (2004)
The Terminal","Пятый элемент
The Fifth Element, 1997","Зомби по имени Шон (2004)
Shaun of the Dead","Зомби по имени Шон (2004)
Shaun of the Dead"
6,"Шоу Трумана
The Truman Show, 1998","Однажды в Ирландии (2011)
The Guard","Интерстеллар
Interstellar, 2014","Терминал (2004)
The Terminal","Оппенгеймер (2023)
Oppenheimer"
7,"Железный человек (2008)
Iron Man","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Оппенгеймер (2023)
Oppenheimer","Терминал (2004)
The Terminal"
8,"Интерстеллар
Interstellar, 2014","Красота по-американски (1999)
American Beauty","Начало
Inception, 2010","
Мемуары Улитки (2024)
Memoir of a Snail","
Мемуары Улитки (2024)
Memoir of a Snail"
9,"Красота по-американски (1999)
American Beauty","Сотни бобров (2024)
Hundreds of Beavers","Паразиты
Gisaengchung, 2019","Форрест Гамп
Forrest Gump, 1994","Омерзительная восьмерка
The Hateful Eight, 2015"
