,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Титаник (1997)
Titanic","21 грамм (2003)
21 Grams","Джокер (2019)
Joker","Человек на Луне (2018)
First Man","Большой куш
Snatch, 2000"
1,"Джокер (2019)
Joker","Чужой: Ромул (2024)
Alien: Romulus","Головоломка (2015)
Inside Out","
Мемуары Улитки (2024)
Memoir of a Snail","Врожденный порок (2014)
Inherent Vice"
2,"Головоломка (2015)
Inside Out",Майор Гром: Игра (2024),"Титаник (1997)
Titanic","Ночь на Земле (1991)
Night on Earth","Круэлла (2021)
Cruella"
3,"Властелин колец: Братство Кольца
The Lord of the Rings: The Fellowship of the Ring, 2001",Чужие (1986),"Криминальное чтиво
Pulp Fiction, 1994","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Поцелуй на вылет (2005)
Kiss Kiss Bang Bang"
4,"Чужой
Alien, 1979","Таксист (1976)
Taxi Driver
(с робертом де ниро)","Властелин колец: Братство Кольца
The Lord of the Rings: The Fellowship of the Ring, 2001","Вне закона (1986)
Down by Law","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind"
5,"Криминальное чтиво
Pulp Fiction, 1994","Джокер (2019)
Joker","Круэлла (2021)
Cruella","Побег из Нью-Йорка (1981)
Escape from New York (не тарков)","Побег из Нью-Йорка (1981)
Escape from New York (не тарков)"
6,"Пятый элемент
The Fifth Element, 1997","Пятый элемент
The Fifth Element, 1997","Пятый элемент
The Fifth Element, 1997","Поцелуй на вылет (2005)
Kiss Kiss Bang Bang","Ночь на Земле (1991)
Night on Earth"
7,"Круэлла (2021)
Cruella","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Поймай меня, если сможешь
Catch Me If You Can, 2002","Гладиатор 2 (2024)
Gladiator II","Поймай меня, если сможешь
Catch Me If You Can, 2002"
8,"Зомби по имени Шон (2004)
Shaun of the Dead","Чужой
Alien, 1979","Чужой
Alien, 1979","Криминальное чтиво
Pulp Fiction, 1994","Гладиатор 2 (2024)
Gladiator II"
9,День радио (2008),"Анора (2024)
Anora","Шоу Трумана
The Truman Show, 1998","Поймай меня, если сможешь
Catch Me If You Can, 2002","Криминальное чтиво
Pulp Fiction, 1994"
