,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Клуб «Завтрак» (1985)
The Breakfast Club","Джокер (2019)
Joker","Шоу Трумана
The Truman Show, 1998","Неогранённые алмазы (2019)
Uncut Gems"
1,"Джокер (2019)
Joker","Чужой
Alien, 1979","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Леон
Léon, 1994","Криминальное чтиво
Pulp Fiction, 1994"
2,"Назад в будущее
Back to the Future, 1985","Дневник памяти (2004)
The Notebook","Шоу Трумана
The Truman Show, 1998","Неогранённые алмазы (2019)
Uncut Gems","Дневник памяти (2004)
The Notebook"
3,"Титаник (1997)
Titanic","Ла-Ла Ленд
La La Land, 2016","Интерстеллар
Interstellar, 2014","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan"
4,"Интерстеллар
Interstellar, 2014","Фарго (1995)
Fargo","Назад в будущее
Back to the Future, 1985","Типа крутые легавые (2007)
Hot Fuzz","Отступники
The Departed, 2006"
5,"Дэдпул и Росомаха (2024)
Deadpool & Wolverine","Отступники
The Departed, 2006","Криминальное чтиво
Pulp Fiction, 1994","Телохранитель киллера (2017)
The Hitman's Bodyguard","Телохранитель киллера (2017)
The Hitman's Bodyguard"
6,"Криминальное чтиво
Pulp Fiction, 1994","Серый человек (2022)
The Gray Man","Ла-Ла Ленд
La La Land, 2016","Фарго (1995)
Fargo","Леон
Léon, 1994"
7,"Ла-Ла Ленд
La La Land, 2016","Большой куш
Snatch, 2000","Мстители: Финал (2019)
Avengers: Endgame","Отступники
The Departed, 2006","Типа крутые легавые (2007)
Hot Fuzz"
8,"Типа крутые легавые (2007)
Hot Fuzz","Титаник (1997)
Titanic","Титаник (1997)
Titanic","Король говорит!
The King's Speech, 2010","Фарго (1995)
Fargo"
9,"Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World",Майор Гром: Игра (2024),"Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World",Гидравлика (2010),Гидравлика (2010)
