,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Телохранитель киллера (2017)
The Hitman's Bodyguard","Джокер (2019)
Joker","Психо (1960)
Psycho","Однажды в Ирландии (2011)
The Guard"
1,"Большой Лебовски (1998)
The Big Lebowski","Место под соснами (2012)
The Place Beyond the Pines","Мстители: Финал (2019)
Avengers: Endgame","Звездный десант (1997)
Starship Troopers","Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World"
2,"Терминатор (1984)
The Terminator","Король говорит!
The King's Speech, 2010","Большой Лебовски (1998)
The Big Lebowski","Клуб «Завтрак» (1985)
The Breakfast Club","Кофе и сигареты (2003)
Coffee and Cigarettes"
3,"Драйв (2011)
Drive","Сотни бобров (2024)
Hundreds of Beavers","Титаник (1997)
Titanic","Анора (2024)
Anora","Звездный десант (1997)
Starship Troopers"
4,"Чужой
Alien, 1979","Дюна: Часть вторая (2024)
Dune: Part Two","Терминатор (1984)
The Terminator","Драйв (2011)
Drive","Клуб «Завтрак» (1985)
The Breakfast Club"
5,"Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Чокнутый (2006)
Delirious","Драйв (2011)
Drive","Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Король говорит!
The King's Speech, 2010"
6,"Титаник (1997)
Titanic","Титаник (1997)
Titanic","Чужой
Alien, 1979","Мертвец (1995)
Dead Man","Психо (1960)
Psycho"
7,"Кофе и сигареты (2003)
Coffee and Cigarettes","Конклав (2024)
Conclave","Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Пришельцы в Америке (2001)
Just Visiting","Драйв (2011)
Drive"
8,"Мстители: Финал (2019)
Avengers: Endgame","Чужой
Alien, 1979","Пункт назначения (2000)
Final Destination","Король говорит!
The King's Speech, 2010","Большой Лебовски (1998)
The Big Lebowski"
9,"Неогранённые алмазы (2019)
Uncut Gems",Майор Гром: Игра (2024),"Грязь (2013)
Filth","Большой Лебовски (1998)
The Big Lebowski","Мертвец (1995)
Dead Man"
