,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Начало
Inception, 2010",День радио (2008),"Бойцовский клуб
Fight Club, 1999","Чужой
Alien, 1979","Фанатик (2001)
The Believer"
1,"Бесславные ублюдки
Inglourious Basterds, 2009","Бойцовский клуб
Fight Club, 1999","Джокер (2019)
Joker","Оленья кожа (2019)
Le daim","Чужой
Alien, 1979"
2,"Джокер (2019)
Joker","Шоу Трумана
The Truman Show, 1998","Шоу Трумана
The Truman Show, 1998","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Страсти Христовы
The Passion of the Christ, 2004"
3,"Звёздные войны: Эпизод 3 – Месть ситхов (2005)
Star Wars: Episode III - Revenge of the Sith","Джон Уик 4 (2023)
John Wick: Chapter 4","Титаник (1997)
Titanic","Король говорит!
The King's Speech, 2010","Оленья кожа (2019)
Le daim"
4,"Бойцовский клуб
Fight Club, 1999","Только бог простит (2012)
Only God Forgives","Назад в будущее
Back to the Future, 1985","Шоу Трумана
The Truman Show, 1998","Шоу Трумана
The Truman Show, 1998"
5,"Титаник (1997)
Titanic","Звездный десант (1997)
Starship Troopers","1+1
Intouchables, 2011","Ла-Ла Ленд
La La Land, 2016","Король говорит!
The King's Speech, 2010"
6,"1+1
Intouchables, 2011","Неогранённые алмазы (2019)
Uncut Gems","Головоломка (2015)
Inside Out","Страсти Христовы
The Passion of the Christ, 2004","Ла-Ла Ленд
La La Land, 2016"
7,"Чужой
Alien, 1979","Назад в будущее
Back to the Future, 1985","Начало
Inception, 2010","Ночь на Земле (1991)
Night on Earth",Гидравлика (2010)
8,"Назад в будущее
Back to the Future, 1985","Платформа 2 (2024)
El hoyo 2","Интерстеллар
Interstellar, 2014","Начало
Inception, 2010","Начало
Inception, 2010"
9,"Фанатик (2001)
The Believer","
Бременские музыканты (2023)","Молчание ягнят
The Silence of the Lambs, 1990",Гидравлика (2010),"Ночь на Земле (1991)
Night on Earth"
