,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker",Гидравлика (2010),"Джокер (2019)
Joker","Достать ножи
Knives Out, 2019","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)"
1,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Максин XXX (2024)
MaXXXine","Головоломка (2015)
Inside Out","Министерство неджентльменских дел (2024)
The Ministry of Ungentlemanly Warfare","Министерство неджентльменских дел (2024)
The Ministry of Ungentlemanly Warfare"
2,"Начало
Inception, 2010","Драйв (2011)
Drive","Назад в будущее
Back to the Future, 1985","
Мемуары Улитки (2024)
Memoir of a Snail","Образцовый самец (2001)
Zoolander"
3,"Назад в будущее
Back to the Future, 1985","Назад в будущее
Back to the Future, 1985","Побег из Шоушенка
The Shawshank Redemption, 1994","Назад в будущее
Back to the Future, 1985","Психо (1960)
Psycho"
4,"Титаник (1997)
Titanic","Титаник (1997)
Titanic","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Психо (1960)
Psycho","Достать ножи
Knives Out, 2019"
5,"Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Чужой: Ромул (2024)
Alien: Romulus","Драйв (2011)
Drive","Побег из Шоушенка
The Shawshank Redemption, 1994","
Мемуары Улитки (2024)
Memoir of a Snail"
6,"Ла-Ла Ленд
La La Land, 2016","Гладиатор 2 (2024)
Gladiator II","Титаник (1997)
Titanic",Гидравлика (2010),День радио (2003)
7,"Головоломка (2015)
Inside Out",День радио (2008),"Начало
Inception, 2010","Фарго (1995)
Fargo","Фарго (1995)
Fargo"
8,"Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Звёздные войны: Эпизод 3 – Месть ситхов (2005)
Star Wars: Episode III - Revenge of the Sith","Мстители: Финал (2019)
Avengers: Endgame","Дюна: Часть вторая (2024)
Dune: Part Two",Гидравлика (2010)
9,Чужие (1986),"Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Омерзительная восьмерка
The Hateful Eight, 2015","Омерзительная восьмерка
The Hateful Eight, 2015"
