,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Пчеловод (2024)
The Beekeeper","Джокер (2019)
Joker","Страсти Христовы
The Passion of the Christ, 2004","Анора (2024)
Anora"
1,"Ла-Ла Ленд
La La Land, 2016","Останься (2005)
Stay","Драйв (2011)
Drive","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Врожденный порок (2014)
Inherent Vice"
2,"Большой Лебовски (1998)
The Big Lebowski","Последний бойскаут (1991)
The Last Boy Scout","Звёздные войны: Эпизод 3 – Месть ситхов (2005)
Star Wars: Episode III - Revenge of the Sith","Врожденный порок (2014)
Inherent Vice","Звездный десант (1997)
Starship Troopers"
3,"Мстители: Финал (2019)
Avengers: Endgame",Майор Гром: Игра (2024),"Мстители: Финал (2019)
Avengers: Endgame","Звездный десант (1997)
Starship Troopers","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind"
4,"Титаник (1997)
Titanic","Субстанция (2024)
The Substance","Титаник (1997)
Titanic","Субстанция (2024)
The Substance","Страсти Христовы
The Passion of the Christ, 2004"
5,"Драйв (2011)
Drive","Звездный десант (1997)
Starship Troopers","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Трасса 60
Interstate 60, 2001","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan"
6,"Остров проклятых
Shutter Island, 2009","Не говори никому (2024)
Speak No Evil","Большой Лебовски (1998)
The Big Lebowski","Смертельное оружие (1987)
Lethal Weapon","Нечто (1982)
The Thing"
7,"Терминатор (1984)
The Terminator","500 дней лета (2009)
(500) Days of Summer","Чужой
Alien, 1979","Нечто (1982)
The Thing","Трасса 60
Interstate 60, 2001"
8,Чужие (1986),"Дом большой мамочки (2000)
Big Momma's House","Ла-Ла Ленд
La La Land, 2016","Ларс и настоящая девушка (2007)
Lars and the Real Girl","Смертельное оружие (1987)
Lethal Weapon"
9,"21 грамм (2003)
21 Grams","Конклав (2024)
Conclave","Терминатор (1984)
The Terminator","Бешеные псы (1991)
Reservoir Dogs","Бешеные псы (1991)
Reservoir Dogs"
