,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Нечто (1982)
The Thing","Джокер (2019)
Joker","Круэлла (2021)
Cruella","Врожденный порок (2014)
Inherent Vice"
1,"Круэлла (2021)
Cruella",День радио (2008),"Побег из Шоушенка
The Shawshank Redemption, 1994",Чужие (1986),"Побег из Шоушенка
The Shawshank Redemption, 1994"
2,"Побег из Шоушенка
The Shawshank Redemption, 1994","Только бог простит (2012)
Only God Forgives","Титаник (1997)
Titanic","Большой куш
Snatch, 2000","
Мемуары Улитки (2024)
Memoir of a Snail"
3,"Большой куш
Snatch, 2000","Фанатик (2001)
The Believer","Круэлла (2021)
Cruella","Хранители (2009)
Watchmen","Хранители (2009)
Watchmen"
4,"Пятый элемент
The Fifth Element, 1997","Зеленая миля
The Green Mile, 1999","Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Неогранённые алмазы (2019)
Uncut Gems","Не говори никому (2024)
Speak No Evil"
5,"Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Мстители: Финал (2019)
Avengers: Endgame","Ларс и настоящая девушка (2007)
Lars and the Real Girl","Ларс и настоящая девушка (2007)
Lars and the Real Girl"
6,"Титаник (1997)
Titanic","Омерзительная восьмерка
The Hateful Eight, 2015","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Не говори никому (2024)
Speak No Evil","Неогранённые алмазы (2019)
Uncut Gems"
7,"Хранители (2009)
Watchmen",Чужие (1986),"Пятый элемент
The Fifth Element, 1997","Омерзительная восьмерка
The Hateful Eight, 2015","Анора (2024)
Anora"
8,"Неогранённые алмазы (2019)
Uncut Gems","Между нами музыка (2015)
Song to Song","Большой куш
Snatch, 2000","Клуб «Завтрак» (1985)
The Breakfast Club","Омерзительная восьмерка
The Hateful Eight, 2015"
9,"Зомби по имени Шон (2004)
Shaun of the Dead","Зомби по имени Шон (2004)
Shaun of the Dead","Омерзительная восьмерка
The Hateful Eight, 2015","Анора (2024)
Anora","Большой куш
Snatch, 2000"
