,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Большой Лебовски (1998)
The Big Lebowski","Клик: С пультом по жизни
Click, 2006","Джокер (2019)
Joker","Джокер (2019)
Joker","Чужой: Ромул (2024)
Alien: Romulus"
1,"Люди в чёрном
Men in Black, 1997","Большой Лебовски (1998)
The Big Lebowski","Титаник (1997)
Titanic","Страсти Христовы
The Passion of the Christ, 2004","Страсти Христовы
The Passion of the Christ, 2004"
2,"Титаник (1997)
Titanic","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Большой Лебовски (1998)
The Big Lebowski","Психо (1960)
Psycho","Круто сваренные (1992)
Lat sau san taam"
3,"Джокер (2019)
Joker","Ночь на Земле (1991)
Night on Earth","Достать ножи
Knives Out, 2019","
Мемуары Улитки (2024)
Memoir of a Snail","Только бог простит (2012)
Only God Forgives"
4,"Паразиты
Gisaengchung, 2019","Игра на понижение (2015)
The Big Short","Мстители: Финал (2019)
Avengers: Endgame","Только бог простит (2012)
Only God Forgives","
Мемуары Улитки (2024)
Memoir of a Snail"
5,"Достать ножи
Knives Out, 2019","Фанатик (2001)
The Believer","Паразиты
Gisaengchung, 2019","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Достать ножи
Knives Out, 2019"
6,"Звездный десант (1997)
Starship Troopers","Образцовый самец (2001)
Zoolander","Властелин колец: Братство Кольца
The Lord of the Rings: The Fellowship of the Ring, 2001","Достать ножи
Knives Out, 2019","Неогранённые алмазы (2019)
Uncut Gems"
7,"Остров проклятых
Shutter Island, 2009","Остров проклятых
Shutter Island, 2009","Люди в чёрном
Men in Black, 1997","Неогранённые алмазы (2019)
Uncut Gems","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3"
8,Наша Russia: Яйца судьбы (2010),"Отступники
The Departed, 2006","Звёздные войны: Эпизод 3 – Месть ситхов (2005)
Star Wars: Episode III - Revenge of the Sith","Паразиты
Gisaengchung, 2019","Паразиты
Gisaengchung, 2019"
9,"Дневник памяти (2004)
The Notebook","Дневник памяти (2004)
The Notebook",Наша Russia: Яйца судьбы (2010),"Отступники
The Departed, 2006","Отступники
The Departed, 2006"
