,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Страсти Христовы
The Passion of the Christ, 2004","Один дома
Home Alone, 1990","Типа крутые легавые (2007)
Hot Fuzz","Дюна: Часть вторая (2024)
Dune: Part Two"
1,"Назад в будущее
Back to the Future, 1985","Типа крутые легавые (2007)
Hot Fuzz","Джокер (2019)
Joker","Звездный десант (1997)
Starship Troopers","Назад в будущее
Back to the Future, 1985"
2,"Один дома
Home Alone, 1990","Фанатик (2001)
The Believer","Назад в будущее
Back to the Future, 1985","Джокер (2019)
Joker","Джокер (2019)
Joker"
3,"Железный человек (2008)
Iron Man","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Железный человек (2008)
Iron Man","Хранители (2009)
Watchmen","Только бог простит (2012)
Only God Forgives"
4,"Хранители (2009)
Watchmen","Как поймать монстра (2014)
Lost River","Леон
Léon, 1994","Невезучие (2003)
Tais-toi!","Типа крутые легавые (2007)
Hot Fuzz"
5,"Леон
Léon, 1994","Пункт назначения. Аквапарк (2019)
Aquaslash","Шоу Трумана
The Truman Show, 1998","Вонка (2023)
Wonka","Хранители (2009)
Watchmen"
6,"Зеленая миля
The Green Mile, 1999","Телохранитель киллера (2017)
The Hitman's Bodyguard","Мстители: Финал (2019)
Avengers: Endgame","Только бог простит (2012)
Only God Forgives","Звездный десант (1997)
Starship Troopers"
7,"Американская история X (1998)
American History X",О чём говорят мужчины (2010),"Зеленая миля
The Green Mile, 1999","Клуб «Завтрак» (1985)
The Breakfast Club","Клуб «Завтрак» (1985)
The Breakfast Club"
8,"Титаник (1997)
Titanic","Титаник (1997)
Titanic","Титаник (1997)
Titanic","21 грамм (2003)
21 Grams","21 грамм (2003)
21 Grams"
9,"Билли Мэдисон
Billy Madison, 1995","Безумный Макс 2: Воин дороги (1981)
Mad Max 2","Чужой
Alien, 1979","Американская история X (1998)
American History X","Американская история X (1998)
American History X"
