,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Врожденный порок (2014)
Inherent Vice","Джокер (2019)
Joker","Здесь курят (2005)
Thank You for Smoking","Неогранённые алмазы (2019)
Uncut Gems"
1,"Титаник (1997)
Titanic","Джокер (2019)
Joker","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Звездный десант (1997)
Starship Troopers","Сотни бобров (2024)
Hundreds of Beavers"
2,"Джокер (2019)
Joker",Наша Russia: Яйца судьбы (2010),"Титаник (1997)
Titanic","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Здесь курят (2005)
Thank You for Smoking"
3,"Зомби по имени Шон (2004)
Shaun of the Dead","Конклав (2024)
Conclave","Мстители: Финал (2019)
Avengers: Endgame","Телохранитель киллера (2017)
The Hitman's Bodyguard","Только бог простит (2012)
Only God Forgives"
4,"500 дней лета (2009)
(500) Days of Summer","Смертельное оружие (1987)
Lethal Weapon","Пятый элемент
The Fifth Element, 1997","Смертельное оружие (1987)
Lethal Weapon","Звездный десант (1997)
Starship Troopers"
5,"Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Оленья кожа (2019)
Le daim","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Неогранённые алмазы (2019)
Uncut Gems","Отступники
The Departed, 2006"
6,День радио (2008),"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Паразиты
Gisaengchung, 2019","Отступники
The Departed, 2006","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan"
7,"Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","
Небриллиантовая рука (2024)","Скотт Пилигрим против всех (2010)
Scott Pilgrim vs. the World","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015"
8,"Здесь курят (2005)
Thank You for Smoking","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015",Наша Russia: Яйца судьбы (2010),"Паразиты
Gisaengchung, 2019","Смертельное оружие (1987)
Lethal Weapon"
9,"Копы в глубоком запасе (2010)
The Other Guys","Дом большой мамочки (2000)
Big Momma's House","Чужой
Alien, 1979","Только бог простит (2012)
Only God Forgives","Паразиты
Gisaengchung, 2019"
