,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Министерство неджентльменских дел (2024)
The Ministry of Ungentlemanly Warfare","Джокер (2019)
Joker","Сотни бобров (2024)
Hundreds of Beavers","Как поймать монстра (2014)
Lost River"
1,"1+1
Intouchables, 2011","Мартовские иды (2011)
The Ides of March","1+1
Intouchables, 2011","Омерзительная восьмерка
The Hateful Eight, 2015","Игры разума
A Beautiful Mind, 2001"
2,"Титаник (1997)
Titanic","Славные парни (2016)
The Nice Guys","Интерстеллар
Interstellar, 2014","Игры разума
A Beautiful Mind, 2001","Омерзительная восьмерка
The Hateful Eight, 2015"
3,"Интерстеллар
Interstellar, 2014","Мементо (2000)
Memento","Титаник (1997)
Titanic","Кофе и сигареты (2003)
Coffee and Cigarettes","Сотни бобров (2024)
Hundreds of Beavers"
4,"Круэлла (2021)
Cruella","Дневник памяти (2004)
The Notebook","Круэлла (2021)
Cruella","Мементо (2000)
Memento","Папа, сдохни (2018)"
5,"Мстители: Финал (2019)
Avengers: Endgame","Форрест Гамп
Forrest Gump, 1994","Криминальное чтиво
Pulp Fiction, 1994","Как поймать монстра (2014)
Lost River","Неогранённые алмазы (2019)
Uncut Gems"
6,"Дэдпул и Росомаха (2024)
Deadpool & Wolverine","Чужой: Ромул (2024)
Alien: Romulus","Головоломка (2015)
Inside Out","Мартовские иды (2011)
The Ides of March","Бешеные псы (1991)
Reservoir Dogs"
7,"Отступники
The Departed, 2006","Анора (2024)
Anora","Назад в будущее
Back to the Future, 1985","Звездный десант (1997)
Starship Troopers","Мартовские иды (2011)
The Ides of March"
8,"Криминальное чтиво
Pulp Fiction, 1994","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Мстители: Финал (2019)
Avengers: Endgame","Бешеные псы (1991)
Reservoir Dogs","Зодиак (2007)
Zodiac"
9,"Бешеные псы (1991)
Reservoir Dogs","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Вечное сияние чистого разума (2004)
Eternal Sunshine of the Spotless Mind","Зодиак (2007)
Zodiac","Звездный десант (1997)
Starship Troopers"
