,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Интерстеллар
Interstellar, 2014","Как поймать монстра (2014)
Lost River","Интерстеллар
Interstellar, 2014","Достать ножи
Knives Out, 2019","Залечь на дно в Брюгге (2007)
In Bruges"
1,"Титаник (1997)
Titanic","Чужой: Ромул (2024)
Alien: Romulus","Джокер (2019)
Joker","Чужой
Alien, 1979","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)"
2,"Люди в чёрном
Men in Black, 1997","Криминальное чтиво
Pulp Fiction, 1994","Титаник (1997)
Titanic","Интерстеллар
Interstellar, 2014","Смертельное оружие (1987)
Lethal Weapon"
3,"Хранители (2009)
Watchmen","Типа крутые легавые (2007)
Hot Fuzz","Паразиты
Gisaengchung, 2019","Бесславные ублюдки
Inglourious Basterds, 2009","Достать ножи
Knives Out, 2019"
4,"Бесславные ублюдки
Inglourious Basterds, 2009","Субстанция (2024)
The Substance","Люди в чёрном
Men in Black, 1997","Анора (2024)
Anora","Бесславные ублюдки
Inglourious Basterds, 2009"
5,"Паразиты
Gisaengchung, 2019","500 дней лета (2009)
(500) Days of Summer","Оппенгеймер (2023)
Oppenheimer","
Мемуары Улитки (2024)
Memoir of a Snail","Анора (2024)
Anora"
6,"Криминальное чтиво
Pulp Fiction, 1994","Мертвые не умирают (2019)
The Dead Don't Die","Бегущий по лезвию 2049 (2017)
Blade Runner 2049","Терминал (2004)
The Terminal","Терминал (2004)
The Terminal"
7,"Неогранённые алмазы (2019)
Uncut Gems","Звездный десант (1997)
Starship Troopers","Бесславные ублюдки
Inglourious Basterds, 2009","Смертельное оружие (1987)
Lethal Weapon","Король говорит!
The King's Speech, 2010"
8,"Джанго освобожденный
Django Unchained, 2012","Чужой
Alien, 1979","Криминальное чтиво
Pulp Fiction, 1994","Король говорит!
The King's Speech, 2010","
Мемуары Улитки (2024)
Memoir of a Snail"
9,"Мертвые не умирают (2019)
The Dead Don't Die","Джокер: Безумие на двоих (2024)
Joker: Folie à Deux","Достать ножи
Knives Out, 2019","Паразиты
Gisaengchung, 2019","Паразиты
Gisaengchung, 2019"
