,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Титаник (1997)
Titanic","Мертвые не умирают (2019)
The Dead Don't Die","Джокер (2019)
Joker","Билли Мэдисон
Billy Madison, 1995","Джон Уик 4 (2023)
John Wick: Chapter 4"
1,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","На посту!
Au poste!, 2018","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003",День радио (2003),Майор Гром: Игра (2024)
2,"Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Леон
Léon, 1994","Титаник (1997)
Titanic","Полночь с дьяволом (2023)
Late Night with the Devil","Джокер (2019)
Joker"
3,"Леон
Léon, 1994","Неогранённые алмазы (2019)
Uncut Gems","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Бесславные ублюдки
Inglourious Basterds, 2009","Билли Мэдисон
Billy Madison, 1995"
4,"Джокер (2019)
Joker",Гитлер капут! (2008),"Леон
Léon, 1994","Джокер (2019)
Joker",День радио (2003)
5,"Вне закона (1986)
Down by Law","Головоломка 2 (2024)
Inside Out 2","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Неогранённые алмазы (2019)
Uncut Gems"
6,"Мертвые не умирают (2019)
The Dead Don't Die","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Бесславные ублюдки
Inglourious Basterds, 2009","Неогранённые алмазы (2019)
Uncut Gems","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991"
7,"Бесславные ублюдки
Inglourious Basterds, 2009","Полночь с дьяволом (2023)
Late Night with the Devil","Мстители: Финал (2019)
Avengers: Endgame","Типа крутые легавые (2007)
Hot Fuzz","Типа крутые легавые (2007)
Hot Fuzz"
8,"Драйв (2011)
Drive","Безумный Макс 2: Воин дороги (1981)
Mad Max 2","Драйв (2011)
Drive","
Мемуары Улитки (2024)
Memoir of a Snail","
Мемуары Улитки (2024)
Memoir of a Snail"
9,"Зомби по имени Шон (2004)
Shaun of the Dead","Бегущий по лезвию 2049 (2017)
Blade Runner 2049","Бегущий по лезвию 2049 (2017)
Blade Runner 2049","Бешеные псы (1991)
Reservoir Dogs","Бешеные псы (1991)
Reservoir Dogs"
