,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Бешеные псы (1991)
Reservoir Dogs","Не говори никому (2021)
Gæsterne","Джокер (2019)
Joker","Копы в глубоком запасе (2010)
The Other Guys","На посту!
Au poste!, 2018"
1,"Зомби по имени Шон (2004)
Shaun of the Dead","Анора (2024)
Anora","1+1
Intouchables, 2011","Джокер (2019)
Joker","Бегущий по лезвию 2049 (2017)
Blade Runner 2049"
2,"Джокер (2019)
Joker","Большой куш
Snatch, 2000","Титаник (1997)
Titanic","Неогранённые алмазы (2019)
Uncut Gems","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998"
3,"1+1
Intouchables, 2011",День радио (2008),"Мстители: Финал (2019)
Avengers: Endgame","Врожденный порок (2014)
Inherent Vice","Копы в глубоком запасе (2010)
The Other Guys"
4,"Титаник (1997)
Titanic","1+1
Intouchables, 2011","Молчание ягнят
The Silence of the Lambs, 1990","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Анора (2024)
Anora"
5,"Хранители (2009)
Watchmen","500 дней лета (2009)
(500) Days of Summer","Большой куш
Snatch, 2000","Терминал (2004)
The Terminal","Мартовские иды (2011)
The Ides of March"
6,"Славные парни (2016)
The Nice Guys","Неогранённые алмазы (2019)
Uncut Gems","Хранители (2009)
Watchmen","Сотни бобров (2024)
Hundreds of Beavers","Чужой
Alien, 1979"
7,"Большой куш
Snatch, 2000","Звездный десант (1997)
Starship Troopers","Чужой
Alien, 1979","Чужой
Alien, 1979","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan"
8,"Нечто (1982)
The Thing","Бегущий по лезвию 2049 (2017)
Blade Runner 2049","Зомби по имени Шон (2004)
Shaun of the Dead","Мартовские иды (2011)
The Ides of March","Неогранённые алмазы (2019)
Uncut Gems"
9,"Не говори никому (2021)
Gæsterne","Джокер: Безумие на двоих (2024)
Joker: Folie à Deux","Бесславные ублюдки
Inglourious Basterds, 2009","Бешеные псы (1991)
Reservoir Dogs","Бешеные псы (1991)
Reservoir Dogs"
