,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Шоу Трумана
The Truman Show, 1998","Страсти Христовы
The Passion of the Christ, 2004","Джокер (2019)
Joker","Однажды в Ирландии (2011)
The Guard","Шоу Трумана
The Truman Show, 1998"
1,Чужие (1986),"Шоу Трумана
The Truman Show, 1998","Назад в будущее
Back to the Future, 1985","Телохранитель киллера (2017)
The Hitman's Bodyguard","Чужой: Ромул (2024)
Alien: Romulus"
2,"Джокер (2019)
Joker","Оппенгеймер (2023)
Oppenheimer","Побег из Шоушенка
The Shawshank Redemption, 1994","Побег из Шоушенка
The Shawshank Redemption, 1994","Телохранитель киллера (2017)
The Hitman's Bodyguard"
3,"Омерзительная восьмерка
The Hateful Eight, 2015","Конклав (2024)
Conclave","Шоу Трумана
The Truman Show, 1998","Назад в будущее
Back to the Future, 1985","Однажды в Ирландии (2011)
The Guard"
4,"Славные парни (2016)
The Nice Guys","Семь
Se7en, 1995","Титаник (1997)
Titanic","Чужой: Ромул (2024)
Alien: Romulus","Неогранённые алмазы (2019)
Uncut Gems"
5,"Звездный десант (1997)
Starship Troopers","Звездный десант (1997)
Starship Troopers","Мстители: Финал (2019)
Avengers: Endgame","Звездный десант (1997)
Starship Troopers","Как поймать монстра (2014)
Lost River"
6,"Трасса 60
Interstate 60, 2001","Чужой
Alien, 1979","Молчание ягнят
The Silence of the Lambs, 1990","Неогранённые алмазы (2019)
Uncut Gems","Звездный десант (1997)
Starship Troopers"
7,"Титаник (1997)
Titanic","Чужой: Ромул (2024)
Alien: Romulus.1","Омерзительная восьмерка
The Hateful Eight, 2015","Как поймать монстра (2014)
Lost River","Побег из Шоушенка
The Shawshank Redemption, 1994"
8,"Назад в будущее
Back to the Future, 1985","Красота по-американски (1999)
American Beauty","Трасса 60
Interstate 60, 2001","Смертельное оружие (1987)
Lethal Weapon","Смертельное оружие (1987)
Lethal Weapon"
9,"Серый человек (2022)
The Gray Man","Дюна: Часть вторая (2024)
Dune: Part Two","Оппенгеймер (2023)
Oppenheimer","Омерзительная восьмерка
The Hateful Eight, 2015","Омерзительная восьмерка
The Hateful Eight, 2015"
