,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Побег из Нью-Йорка (1981)
Escape from New York (не тарков)","Джокер (2019)
Joker","Начало
Inception, 2010",Майор Гром: Игра (2024)
1,"Поймай меня, если сможешь
Catch Me If You Can, 2002","Апокалипсис сегодня (1979)
Apocalypse Now","Интерстеллар
Interstellar, 2014","Побег из Шоушенка
The Shawshank Redemption, 1994","Фарго (1995)
Fargo"
2,"Титаник (1997)
Titanic","Интерстеллар
Interstellar, 2014","Титаник (1997)
Titanic","Паразиты
Gisaengchung, 2019","Ла-Ла Ленд
La La Land, 2016"
3,"Побег из Шоушенка
The Shawshank Redemption, 1994",Чужие (1986),"Побег из Шоушенка
The Shawshank Redemption, 1994","Ночь на Земле (1991)
Night on Earth","Ночь на Земле (1991)
Night on Earth"
4,"Интерстеллар
Interstellar, 2014","Платформа 2 (2024)
El hoyo 2","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Поцелуй на вылет (2005)
Kiss Kiss Bang Bang","Начало
Inception, 2010"
5,"Джанго освобожденный
Django Unchained, 2012","Дэдпул и Росомаха (2024)
Deadpool & Wolverine","Начало
Inception, 2010","Фарго (1995)
Fargo","Паразиты
Gisaengchung, 2019"
6,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Неогранённые алмазы (2019)
Uncut Gems","Мстители: Финал (2019)
Avengers: Endgame","Поймай меня, если сможешь
Catch Me If You Can, 2002","Поцелуй на вылет (2005)
Kiss Kiss Bang Bang"
7,"Ла-Ла Ленд
La La Land, 2016","Джокер: Безумие на двоих (2024)
Joker: Folie à Deux","Джанго освобожденный
Django Unchained, 2012","Страсти Христовы
The Passion of the Christ, 2004","Поймай меня, если сможешь
Catch Me If You Can, 2002"
8,"Начало
Inception, 2010","Дом большой мамочки (2000)
Big Momma's House","Паразиты
Gisaengchung, 2019","Неогранённые алмазы (2019)
Uncut Gems","Побег из Шоушенка
The Shawshank Redemption, 1994"
9,"Чужой
Alien, 1979","Мстители: Финал (2019)
Avengers: Endgame","Ла-Ла Ленд
La La Land, 2016","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Неогранённые алмазы (2019)
Uncut Gems"
