,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Залечь на дно в Брюгге (2007)
In Bruges","Джокер (2019)
Joker","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Только бог простит (2012)
Only God Forgives"
1,"Криминальное чтиво
Pulp Fiction, 1994","Бесславные ублюдки
Inglourious Basterds, 2009","Один дома
Home Alone, 1990","Чужой
Alien, 1979","Чужой
Alien, 1979"
2,"Один дома
Home Alone, 1990",Чужие (1986),"Криминальное чтиво
Pulp Fiction, 1994","Конклав (2024)
Conclave","Один дома
Home Alone, 1990"
3,"Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Назад в будущее
Back to the Future, 1985","Титаник (1997)
Titanic","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Мементо (2000)
Memento"
4,"Чужой
Alien, 1979","Большой куш
Snatch, 2000","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Один дома
Home Alone, 1990","Джокер (2019)
Joker"
5,"Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Драйв (2011)
Drive","Начало
Inception, 2010","Джокер (2019)
Joker","Драйв (2011)
Drive"
6,"Бесславные ублюдки
Inglourious Basterds, 2009","Мементо (2000)
Memento","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Драйв (2011)
Drive","Конклав (2024)
Conclave"
7,О чём говорят мужчины (2010),"Начало
Inception, 2010","Назад в будущее
Back to the Future, 1985","Мементо (2000)
Memento","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991"
8,"Титаник (1997)
Titanic","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Побег из Шоушенка
The Shawshank Redemption, 1994","Побег из Шоушенка
The Shawshank Redemption, 1994","Побег из Шоушенка
The Shawshank Redemption, 1994"
9,"Начало
Inception, 2010","Мартовские иды (2011)
The Ides of March","Драйв (2011)
Drive","Здесь курят (2005)
Thank You for Smoking","Здесь курят (2005)
Thank You for Smoking"
