,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Назад в будущее
Back to the Future, 1985","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Назад в будущее
Back to the Future, 1985","Форрест Гамп
Forrest Gump, 1994","Звездный десант (1997)
Starship Troopers"
1,"Джокер (2019)
Joker","Джокер (2019)
Joker","Джокер (2019)
Joker","Отступники
The Departed, 2006","Мартовские иды (2011)
The Ides of March"
2,"Хранители (2009)
Watchmen","Таксист (1976)
Taxi Driver
(с робертом де ниро)","Шоу Трумана
The Truman Show, 1998","Чужой
Alien, 1979","Игры разума
A Beautiful Mind, 2001"
3,"Криминальное чтиво
Pulp Fiction, 1994","Гладиатор 2 (2024)
Gladiator II","Криминальное чтиво
Pulp Fiction, 1994","Звездный десант (1997)
Starship Troopers","Форрест Гамп
Forrest Gump, 1994"
4,"Фарго (1995)
Fargo","Чужой: Ромул (2024)
Alien: Romulus",Наша Russia: Яйца судьбы (2010),"Чужой: Ромул (2024)
Alien: Romulus","Чужой
Alien, 1979"
5,"Игры разума
A Beautiful Mind, 2001","Телохранитель киллера (2017)
The Hitman's Bodyguard","Мстители: Финал (2019)
Avengers: Endgame","Апокалипсис сегодня (1979)
Apocalypse Now","Отступники
The Departed, 2006"
6,"Мстители: Финал (2019)
Avengers: Endgame",Наша Russia: Яйца судьбы (2010),"Форрест Гамп
Forrest Gump, 1994","Тайное окно (2004)
Secret Window","Апокалипсис сегодня (1979)
Apocalypse Now"
7,"Паразиты
Gisaengchung, 2019","21 грамм (2003)
21 Grams","Молчание ягнят
The Silence of the Lambs, 1990","Неогранённые алмазы (2019)
Uncut Gems","Неогранённые алмазы (2019)
Uncut Gems"
8,"Омерзительная восьмерка
The Hateful Eight, 2015","Апокалипсис сегодня (1979)
Apocalypse Now","Паразиты
Gisaengchung, 2019","Омерзительная восьмерка
The Hateful Eight, 2015","Как поймать монстра (2014)
Lost River"
9,"Дэдпул и Росомаха (2024)
Deadpool & Wolverine","Джон Уик 4 (2023)
John Wick: Chapter 4","Загадочная история Бенджамина Баттона
The Curious Case of Benjamin Button, 2008","Как поймать монстра (2014)
Lost River","Омерзительная восьмерка
The Hateful Eight, 2015"
