,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Люди в чёрном
Men in Black, 1997","Поцелуй на вылет (2005)
Kiss Kiss Bang Bang","Джокер (2019)
Joker","Чужой
Alien, 1979","Страсти Христовы
The Passion of the Christ, 2004"
1,"Джокер (2019)
Joker","Джокер (2019)
Joker","1+1
Intouchables, 2011","Страсти Христовы
The Passion of the Christ, 2004","Ночь на Земле (1991)
Night on Earth"
2,"Интерстеллар
Interstellar, 2014","Полу-Нельсон (2006)
Half Nelson","Шоу Трумана
The Truman Show, 1998","Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу (1963)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991"
3,"Нечто (1982)
The Thing","Гладиатор 2 (2024)
Gladiator II","Интерстеллар
Interstellar, 2014","Остров проклятых
Shutter Island, 2009",Чужие (1986)
4,"Титаник (1997)
Titanic","Чужой: Ромул (2024)
Alien: Romulus","Люди в чёрном
Men in Black, 1997","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)","Зеленая миля
The Green Mile, 1999"
5,"Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Страсти Христовы
The Passion of the Christ, 2004","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Ночь на Земле (1991)
Night on Earth","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)"
6,"1+1
Intouchables, 2011","Крик (1996)
Scream","Титаник (1997)
Titanic","Зеленая миля
The Green Mile, 1999","Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу (1963)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"
7,"Чужой
Alien, 1979","Армагеддец (2013)
The World's End","Барби (2023)
Barbie","Неогранённые алмазы (2019)
Uncut Gems","Остров проклятых
Shutter Island, 2009"
8,"Круэлла (2021)
Cruella","Билли Мэдисон
Billy Madison, 1995","Круэлла (2021)
Cruella","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Неогранённые алмазы (2019)
Uncut Gems"
9,"Полу-Нельсон (2006)
Half Nelson","Джон Уик 4 (2023)
John Wick: Chapter 4","Паразиты
Gisaengchung, 2019","Паразиты
Gisaengchung, 2019","Паразиты
Gisaengchung, 2019"
