,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Титаник (1997)
Titanic","21 грамм (2003)
21 Grams","Криминальное чтиво
Pulp Fiction, 1994","Как поймать монстра (2014)
Lost River","Драйв (2011)
Drive"
1,"21 грамм (2003)
21 Grams","Ла-Ла Ленд
La La Land, 2016","Титаник (1997)
Titanic","Драйв (2011)
Drive","Неогранённые алмазы (2019)
Uncut Gems"
2,"Нечто (1982)
The Thing","Барби (2023)
Barbie","Джокер (2019)
Joker","Безумный Макс 2: Воин дороги (1981)
Mad Max 2","Безумный Макс 2: Воин дороги (1981)
Mad Max 2"
3,"Ла-Ла Ленд
La La Land, 2016","Конклав (2024)
Conclave","Форрест Гамп
Forrest Gump, 1994","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan","Страсти Христовы
The Passion of the Christ, 2004"
4,"Криминальное чтиво
Pulp Fiction, 1994","Дэдпул и Росомаха (2024)
Deadpool & Wolverine","Ла-Ла Ленд
La La Land, 2016","Форрест Гамп
Forrest Gump, 1994","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan"
5,"Форрест Гамп
Forrest Gump, 1994","Нечто (1982)
The Thing","Звёздные войны: Эпизод 3 – Месть ситхов (2005)
Star Wars: Episode III - Revenge of the Sith","Бесславные ублюдки
Inglourious Basterds, 2009","Анора (2024)
Anora"
6,"Мертвые не умирают (2019)
The Dead Don't Die","Криминальное чтиво
Pulp Fiction, 1994","Барби (2023)
Barbie","Страсти Христовы
The Passion of the Christ, 2004","Форрест Гамп
Forrest Gump, 1994"
7,"Между нами музыка (2015)
Song to Song","
Небриллиантовая рука (2024)","Мстители: Финал (2019)
Avengers: Endgame","Анора (2024)
Anora","Бесславные ублюдки
Inglourious Basterds, 2009"
8,"Барби (2023)
Barbie","Бесславные ублюдки
Inglourious Basterds, 2009","Бесславные ублюдки
Inglourious Basterds, 2009","Большой куш
Snatch, 2000","Ларс и настоящая девушка (2007)
Lars and the Real Girl"
9,"Дом большой мамочки (2000)
Big Momma's House","Славные парни (2016)
The Nice Guys","Безумный Макс: Дорога ярости
Mad Max: Fury Road, 2015","Ларс и настоящая девушка (2007)
Lars and the Real Girl","Большой куш
Snatch, 2000"
