,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Бойцовский клуб
Fight Club, 1999",Курьер (1986),"Бойцовский клуб
Fight Club, 1999","Общество мертвых поэтов (1989)
Dead Poets Society","Страсти Христовы
The Passion of the Christ, 2004"
1,"1+1
Intouchables, 2011","Миссия невыполнима: Смертельная расплата. Часть первая (2023)
Mission: Impossible - Dead Reckoning Part One","1+1
Intouchables, 2011","Вне закона (1986)
Down by Law","Общество мертвых поэтов (1989)
Dead Poets Society"
2,"Титаник (1997)
Titanic","Общество мертвых поэтов (1989)
Dead Poets Society","Железный человек (2008)
Iron Man",Чужие (1986),"Дюна: Часть вторая (2024)
Dune: Part Two"
3,"Загадочная история Бенджамина Баттона
The Curious Case of Benjamin Button, 2008","Мертвые не умирают (2019)
The Dead Don't Die","Титаник (1997)
Titanic","Остров проклятых
Shutter Island, 2009","
Мемуары Улитки (2024)
Memoir of a Snail"
4,"Достучаться до небес
Knockin' on Heaven's Door, 1997","Только бог простит (2012)
Only God Forgives","Джокер (2019)
Joker","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991","Звездный десант (1997)
Starship Troopers"
5,"Большой Лебовски (1998)
The Big Lebowski","Телохранитель киллера (2017)
The Hitman's Bodyguard","Аватар
Avatar, 2009","Бесславные ублюдки
Inglourious Basterds, 2009","Бесславные ублюдки
Inglourious Basterds, 2009"
6,"Вне закона (1986)
Down by Law","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Остров проклятых
Shutter Island, 2009","Неогранённые алмазы (2019)
Uncut Gems","Терминатор 2: Судный день
Terminator 2: Judgment Day, 1991"
7,"Джокер (2019)
Joker","Вонка (2023)
Wonka","Головоломка (2015)
Inside Out","Дюна: Часть вторая (2024)
Dune: Part Two","Остров проклятых
Shutter Island, 2009"
8,"Железный человек (2008)
Iron Man","1+1
Intouchables, 2011","Бегущий по лезвию 2049 (2017)
Blade Runner 2049","Звездный десант (1997)
Starship Troopers","Как поймать монстра (2014)
Lost River"
9,"Нечто (1982)
The Thing","Анора (2024)
Anora","Мстители: Финал (2019)
Avengers: Endgame","Останься (2005)
Stay","Останься (2005)
Stay"
