,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Люди в чёрном
Men in Black, 1997","Нечто (2011)
The Thing","1+1
Intouchables, 2011","Пэрл (2022)
Pearl","Остров проклятых
Shutter Island, 2009"
1,"Титаник (1997)
Titanic","Титаник (1997)
Titanic","Ла-Ла Ленд
La La Land, 2016","Остров проклятых
Shutter Island, 2009","Анора (2024)
Anora"
2,"Хранители (2009)
Watchmen","Дневник памяти (2004)
The Notebook","Титаник (1997)
Titanic","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Пэрл (2022)
Pearl"
3,"Ла-Ла Ленд
La La Land, 2016","Конклав (2024)
Conclave","Джокер (2019)
Joker","Только бог простит (2012)
Only God Forgives","Форрест Гамп
Forrest Gump, 1994"
4,"Зомби по имени Шон (2004)
Shaun of the Dead",Майор Гром: Игра (2024),"Мстители: Финал (2019)
Avengers: Endgame","Форрест Гамп
Forrest Gump, 1994","Здесь курят (2005)
Thank You for Smoking"
5,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003",Чужие (1986),"Люди в чёрном
Men in Black, 1997","Мементо (2000)
Memento","Мементо (2000)
Memento"
6,"1+1
Intouchables, 2011","Остров проклятых
Shutter Island, 2009","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Зомби по имени Шон (2004)
Shaun of the Dead","Зомби по имени Шон (2004)
Shaun of the Dead"
7,"Бешеные псы (1991)
Reservoir Dogs","Сотни бобров (2024)
Hundreds of Beavers","Чужой
Alien, 1979","Здесь курят (2005)
Thank You for Smoking","Только бог простит (2012)
Only God Forgives"
8,Чужие (1986),"Чужой
Alien, 1979","Форрест Гамп
Forrest Gump, 1994","Невезучие (2003)
Tais-toi!","Невезучие (2003)
Tais-toi!"
9,"Джокер (2019)
Joker","Хранители (2009)
Watchmen","Остров проклятых
Shutter Island, 2009","Бешеные псы (1991)
Reservoir Dogs","Бешеные псы (1991)
Reservoir Dogs"
