,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Джокер (2019)
Joker","Неогранённые алмазы (2019)
Uncut Gems","Джокер (2019)
Joker","Джанго освобожденный
Django Unchained, 2012","Не шутите с Zоханом! (2008)
You Don't Mess with the Zohan"
1,"Люди в чёрном
Men in Black, 1997","Секреты Лос-Анджелеса (1997)
L.A. Confidential","Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Мартовские иды (2011)
The Ides of March","Клуб «Завтрак» (1985)
The Breakfast Club"
2,"Достучаться до небес
Knockin' on Heaven's Door, 1997","Славные парни (2016)
The Nice Guys",Наша Russia: Яйца судьбы (2010),"Клуб «Завтрак» (1985)
The Breakfast Club",День радио (2008)
3,"Бесславные ублюдки
Inglourious Basterds, 2009","Титаник (1997)
Titanic","Люди в чёрном
Men in Black, 1997","Достать ножи
Knives Out, 2019","Достать ножи
Knives Out, 2019"
4,"Пираты Карибского моря: Проклятие Черной жемчужины
Pirates of the Caribbean: The Curse of the Black Pearl, 2003","Игра на понижение (2015)
The Big Short","Семь
Se7en, 1995","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)","Люди в чёрном
Men in Black, 1997"
5,Чужие (1986),"Зодиак (2007)
Zodiac","Титаник (1997)
Titanic","Люди в чёрном
Men in Black, 1997","Джанго освобожденный
Django Unchained, 2012"
6,"Титаник (1997)
Titanic",Майор Гром: Игра (2024),"Звёздные войны: Эпизод 3 – Месть ситхов (2005)
Star Wars: Episode III - Revenge of the Sith","Секреты Лос-Анджелеса (1997)
L.A. Confidential","Тайное окно (2004)
Secret Window"
7,День радио (2008),"Мачо и ботан (2012)
21 Jump Street","Бесславные ублюдки
Inglourious Basterds, 2009","Тайное окно (2004)
Secret Window","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)"
8,"Секреты Лос-Анджелеса (1997)
L.A. Confidential","Как поймать монстра (2014)
Lost River","Чужой
Alien, 1979","Семь
Se7en, 1995","Семь
Se7en, 1995"
9,"Чужой
Alien, 1979","Пленницы (2013)
Prisoners","Достать ножи
Knives Out, 2019","Общество мертвых поэтов (1989)
Dead Poets Society","Общество мертвых поэтов (1989)
Dead Poets Society"
