,KNN,Random,Popular,Election_series,Election_remove_bad
0,"Властелин колец: Братство Кольца
The Lord of the Rings: The Fellowship of the Ring, 2001","Стражи Галактики. Часть 3 (2023)
Guardians of the Galaxy Vol. 3","Джокер (2019)
Joker","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Терминатор (1984)
The Terminator"
1,"Железный человек (2008)
Iron Man","Дюна: Часть вторая (2024)
Dune: Part Two","Властелин колец: Братство Кольца
The Lord of the Rings: The Fellowship of the Ring, 2001","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)","Звездный десант (1997)
Starship Troopers"
2,"Нечто (1982)
The Thing","Останься (2005)
Stay","Железный человек (2008)
Iron Man","Нечто (2011)
The Thing","Люди в чёрном
Men in Black, 1997"
3,"Джокер (2019)
Joker","Дом большой мамочки (2000)
Big Momma's House","Люди в чёрном
Men in Black, 1997","Перелом (2007)
Fracture","Перелом (2007)
Fracture"
4,"Титаник (1997)
Titanic","Только бог простит (2012)
Only God Forgives","Интерстеллар
Interstellar, 2014","Сотни бобров (2024)
Hundreds of Beavers","Леон
Léon, 1994"
5,"Терминатор (1984)
The Terminator","Люди в чёрном
Men in Black, 1997","Титаник (1997)
Titanic","Люди в чёрном
Men in Black, 1997","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)"
6,"Люди в чёрном
Men in Black, 1997","Таксист
Taeksi unjeonsa, 2017
(корейский, а не который с робертом де ниро!)","Барби (2023)
Barbie","Гладиатор 2 (2024)
Gladiator II","Виды доброты (2024)
Kinds of Kindness"
7,"Неогранённые алмазы (2019)
Uncut Gems","Карты, деньги, два ствола
Lock, Stock and Two Smoking Barrels, 1998","Леон
Léon, 1994","
Мемуары Улитки (2024)
Memoir of a Snail","
Мемуары Улитки (2024)
Memoir of a Snail"
8,"Джанго освобожденный
Django Unchained, 2012","Конклав (2024)
Conclave","Поймай меня, если сможешь
Catch Me If You Can, 2002","Виды доброты (2024)
Kinds of Kindness","Гладиатор 2 (2024)
Gladiator II"
9,"Леон
Léon, 1994","Гладиатор 2 (2024)
Gladiator II","Терминатор (1984)
The Terminator","Поймай меня, если сможешь
Catch Me If You Can, 2002","Поймай меня, если сможешь
Catch Me If You Can, 2002"
